114, 0, 0, 3, 600, 11
115, 0, 0, 0, 600, 11
116, 0, 0, 0, 600, 11
117, 0, 0, 0, 600, 11
118, 0, 0, 0, 600, 11
119, 1, 0, 0, 600, 11
120, 1, 0, 0, 600, 11
121, 0, 0, 0, 600, 11
122, 0, 1, 0, 600, 11
123, 1, 0, 0, 600, 11
124, 0, 0, 0, 600, 11
125, 1, 1, 0, 600, 11
126, 0, 0, 0, 600, 11
127, 0, 0, 0, 600, 11
128, 0, 0, 0, 600, 11
129, 1, 0, 0, 600, 11
130, 0, 0, 0, 600, 11
131, 0, 0, 0, 600, 11
132, 1, 0, 0, 600, 11
133, 0, 0, 0, 600, 11
134, 2, 0, 0, 600, 11
135, 1, 0, 0, 600, 11
136, 1, 0, 0, 600, 11
137, 0, 0, 0, 600, 11
138, 0, 0, 0, 600, 11
139, 1, 0, 0, 600, 11
140, 1, 0, 0, 600, 11
141, 0, 0, 0, 600, 11
142, 0, 0, 0, 600, 11
143, 1, 0, 0, 600, 11
144, 0, 0, 0, 600, 11
145, 0, 2, 0, 600, 11
146, 0, 1, 0, 600, 11
147, 0, 0, 0, 600, 11
148, 0, 0, 0, 600, 11
149, 0, 1, 0, 600, 11
150, 0, 0, 0, 600, 11
151, 0, 0, 0, 600, 11
152, 0, 0, 0, 600, 11
153, 0, 0, 0, 600, 11
154, 1, 0, 0, 600, 11
155, 0, 0, 0, 600, 11
156, 1, 0, 0, 600, 11
157, 0, 0, 0, 600, 11
158, 1, 0, 0, 600, 11
159, 0, 0, 0, 600, 11
160, 0, 0, 0, 600, 11
161, 0, 0, 0, 600, 11
162, 1, 0, 0, 600, 11
163, 0, 0, 0, 600, 11
164, 0, 0, 0, 600, 11
165, 1, 0, 0, 600, 11
166, 0, 1, 1, 600, 11
167, 0, 1, 1, 600, 11
168, 1, 0, 0, 600, 11
169, 0, 0, 0, 600, 11
170, 1, 0, 0, 600, 11
171, 0, 0, 0, 600, 11
172, 0, 0, 0, 600, 11
173, 1, 0, 0, 600, 11
174, 1, 0, 0, 600, 11
175, 0, 1, 0, 600, 11
176, 0, 0, 0, 600, 12
177, 2, 0, 0, 600, 12
178, 0, 0, 0, 600, 12
179, 0, 0, 0, 600, 12
180, 0, 0, 0, 600, 12
181, 1, 1, 1, 600, 12
182, 0, 0, 0, 600, 12
183, 0, 0, 0, 600, 12
184, 0, 0, 0, 600, 12
185, 1, 0, 0, 600, 12
186, 0, 0, 0, 600, 12
187, 0, 0, 0, 600, 12
188, 0, 0, 0, 600, 12
189, 0, 0, 0, 600, 12
190, 1, 0, 0, 600, 12
191, 0, 0, 0, 600, 12
192, 0, 0, 0, 600, 12
193, 0, 0, 0, 600, 12
194, 0, 0, 0, 600, 12
195, 0, 0, 0, 600, 12
196, 0, 1, 1, 600, 12
197, 1, 1, 0, 600, 12
198, 0, 0, 0, 600, 12
199, 1, 1, 1, 600, 12
200, 0, 0, 0, 600, 12
201, 1, 0, 0, 600, 12
202, 4, 0, 0, 600, 12
203, 1, 0, 0, 600, 12
204, 0, 0, 0, 600, 12
205, 0, 0, 0, 600, 12
206, 0, 0, 0, 600, 12
207, 1, 0, 0, 600, 12
208, 0, 0, 0, 600, 12
209, 0, 0, 0, 600, 12
210, 1, 0, 0, 600, 12
211, 1, 1, 1, 600, 12
212, 0, 0, 1, 600, 12
213, 0, 0, 0, 600, 12
214, 0, 0, 0, 600, 12
215, 0, 0, 0, 600, 12
216, 0, 1, 1, 600, 12
217, 4, 0, 0, 600, 12
218, 0, 0, 0, 600, 12
219, 1, 0, 0, 600, 12
220, 0, 0, 0, 600, 12
221, 0, 0, 0, 600, 12
222, 0, 0, 0, 600, 12
223, 2, 0, 0, 600, 12
224, 1, 0, 0, 600, 12
225, 0, 0, 0, 600, 12
226, 0, 0, 0, 600, 12
227, 0, 0, 0, 600, 12
228, 0, 0, 0, 600, 12
229, 0, 0, 0, 600, 12
230, 1, 0, 0, 600, 12
231, 0, 0, 0, 600, 12
232, 0, 0, 0, 600, 12
233, 0, 0, 0, 600, 12
234, 0, 0, 0, 600, 12
235, 0, 0, 0, 600, 12
236, 0, 0, 0, 600, 12
237, 0, 0, 0, 600, 12
238, 0, 1, 1, 600, 12
239, 0, 0, 0, 600, 13
240, 2, 0, 0, 600, 13
241, 1, 0, 0, 600, 13
242, 0, 0, 0, 600, 13
243, 1, 0, 0, 600, 13
244, 0, 0, 0, 600, 13
245, 0, 1, 0, 600, 13
246, 0, 0, 0, 600, 13
247, 0, 1, 0, 600, 13
248, 0, 0, 0, 600, 13
249, 1, 0, 0, 600, 13
250, 1, 0, 0, 600, 13
251, 0, 1, 1, 600, 13
252, 0, 0, 0, 600, 13
253, 0, 0, 0, 600, 13
254, 0, 0, 0, 600, 13
255, 1, 0, 0, 600, 13
256, 0, 0, 0, 600, 13
257, 0, 1, 0, 600, 13
